BATCH_LAB_ID,LAT,LON,BBOT,BTOP,METHOD,SOC,W350,W360,W370,W380,W390,W400,W410,W420,W430,W440,W450,W460,W470,W480,W490,W500,W510,W520,W530,W540,W550,W560,W570,W580,W590,W600,W610,W620,W630,W640,W650,W660,W670,W680,W690,W700,W710,W720,W730,W740,W750,W760,W770,W780,W790,W800,W810,W820,W830,W840,W850,W860,W870,W880,W890,W900,W910,W920,W930,W940,W950,W960,W970,W980,W990,W1000,W1010,W1020,W1030,W1040,W1050,W1060,W1070,W1080,W1090,W1100,W1110,W1120,W1130,W1140,W1150,W1160,W1170,W1180,W1190,W1200,W1210,W1220,W1230,W1240,W1250,W1260,W1270,W1280,W1290,W1300,W1310,W1320,W1330,W1340,W1350,W1360,W1370,W1380,W1390,W1400,W1410,W1420,W1430,W1440,W1450,W1460,W1470,W1480,W1490,W1500,W1510,W1520,W1530,W1540,W1550,W1560,W1570,W1580,W1590,W1600,W1610,W1620,W1630,W1640,W1650,W1660,W1670,W1680,W1690,W1700,W1710,W1720,W1730,W1740,W1750,W1760,W1770,W1780,W1790,W1800,W1810,W1820,W1830,W1840,W1850,W1860,W1870,W1880,W1890,W1900,W1910,W1920,W1930,W1940,W1950,W1960,W1970,W1980,W1990,W2000,W2010,W2020,W2030,W2040,W2050,W2060,W2070,W2080,W2090,W2100,W2110,W2120,W2130,W2140,W2150,W2160,W2170,W2180,W2190,W2200,W2210,W2220,W2230,W2240,W2250,W2260,W2270,W2280,W2290,W2300,W2310,W2320,W2330,W2340,W2350,W2360,W2370,W2380,W2390,W2400,W2410,W2420,W2430,W2440,W2450,W2460,W2470,W2480,W2490,W2500
FS15R_FS4112,-38.439285,125.486275,44,22,FIELD_SPEC_FR,0.8717218650249304,0.029402,0.0346805,0.032368,0.0289555,0.0294165,0.0275195,0.0273575,0.028091,0.028706,0.0299925,0.031039,0.031739,0.0328,0.03348,0.0345575,0.0360955,0.037624,0.0394565,0.041906,0.045859,0.0515995,0.0599925,0.0711055,0.0841615,0.0964355,0.1079085,0.1172335,0.1248315,0.131149,0.1365195,0.141421,0.1461645,0.1511985,0.1562415,0.1612515,0.166045,0.1704715,0.1743825,0.1775955,0.179959,0.1815035,0.182127,0.182185,0.181606,0.1805375,0.1791105,0.1777445,0.1760525,0.174475,0.1732245,0.172317,0.171476,0.1711595,0.171103,0.1714445,0.1719715,0.1727085,0.1741125,0.1754895,0.1770625,0.1788375,0.180867,0.182774,0.1835385,0.1851135,0.1867825,0.188475,0.1899945,0.19122,0.192271,0.193067,0.193637,0.1942305,0.195031,0.1955415,0.1958695,0.196208,0.1964395,0.1967875,0.197052,0.1971835,0.1970255,0.1970345,0.1969045,0.196691,0.1966995,0.1967055,0.1965865,0.196226,0.196025,0.19575,0.195509,0.195274,0.1950175,0.194649,0.1942315,0.1939275,0.1936315,0.1933405,0.193082,0.192693,0.1922055,0.1914575,0.189442,0.18722,0.18685,0.184781,0.1848875,0.188348,0.189092,0.189257,0.18941,0.189584,0.1899165,0.190109,0.190351,0.190677,0.190923,0.191223,0.191503,0.1917415,0.191985,0.1921655,0.1924025,0.1926335,0.192936,0.1932345,0.1934845,0.193832,0.194135,0.1945145,0.1949105,0.195387,0.195662,0.196069,0.196428,0.1967765,0.1971335,0.197313,0.19751,0.197605,0.197813,0.1979235,0.1982715,0.198556,0.1989005,0.1982515,0.198972,0.1997995,0.2003555,0.2008425,0.2010645,0.200468,0.1982545,0.1957125,0.1919365,0.1887825,0.187961,0.1887275,0.1901365,0.1917135,0.193626,0.1953925,0.1978195,0.2000075,0.2020535,0.204057,0.2059095,0.207834,0.209271,0.2106845,0.212018,0.212832,0.2136845,0.2146255,0.215763,0.216621,0.2182195,0.218726,0.2166655,0.211116,0.2050595,0.2008265,0.197929,0.1958325,0.190205,0.1903235,0.2041225,0.208216,0.208669,0.209199,0.2089255,0.208694,0.2085185,0.2075895,0.206349,0.205655,0.205051,0.2056535,0.205798,0.2036635,0.20264,0.2015685,0.199328,0.198885,0.2009805,0.2010315,0.1982195,0.1953265,0.192468,0.1917245,0.188179,0.184391,0.1840805,0.1798875,0.1839055
FS15R_FS4113,-22.51525,144.42595,65,44,FIELD_SPEC_FR,0.13285453865485908,0.042116,0.035654,0.028784,0.028671,0.030932,0.0282985,0.028099,0.029189,0.029297,0.0298665,0.0312915,0.0318605,0.0325975,0.033234,0.0339765,0.0351065,0.0363155,0.037948,0.040054,0.0432215,0.048374,0.055785,0.0656805,0.0775675,0.089163,0.1002735,0.1094135,0.1169165,0.123093,0.1282695,0.1329055,0.137438,0.1422495,0.1470985,0.1518915,0.1565995,0.1607915,0.1646835,0.1676845,0.1699505,0.1715215,0.1721175,0.17211,0.1715785,0.1704085,0.168995,0.167479,0.1658135,0.1643055,0.163052,0.162049,0.1611875,0.160741,0.160696,0.160995,0.1614595,0.1622,0.163495,0.164788,0.1664875,0.168127,0.16994,0.1718305,0.1720105,0.173664,0.175323,0.1769565,0.1784505,0.179664,0.1805175,0.181255,0.181822,0.1824155,0.183097,0.1835255,0.1837975,0.184075,0.184439,0.1846205,0.1848325,0.184975,0.1848385,0.1847475,0.184562,0.184391,0.184333,0.1843155,0.184133,0.183874,0.1835755,0.183297,0.182977,0.1827355,0.1824085,0.18203,0.1816825,0.1813315,0.1810465,0.1808455,0.180555,0.180278,0.1796915,0.178967,0.1771045,0.174972,0.1745255,0.1726755,0.1727595,0.175951,0.176636,0.176798,0.1769195,0.177218,0.177463,0.177669,0.177908,0.178225,0.178468,0.17872,0.1788955,0.179053,0.17932,0.17954,0.179747,0.1800285,0.180272,0.180448,0.180766,0.181088,0.1814165,0.1817335,0.1821285,0.182574,0.182901,0.183187,0.183617,0.1840595,0.184435,0.184612,0.1847455,0.184814,0.185027,0.185131,0.185392,0.185696,0.186068,0.1852785,0.185778,0.186461,0.1871215,0.187621,0.1879175,0.1872775,0.185263,0.183003,0.1796195,0.176864,0.1764285,0.177325,0.1786045,0.180106,0.181886,0.1837665,0.1857645,0.187798,0.1897535,0.1919335,0.1936235,0.19544,0.1968635,0.1981045,0.199423,0.200208,0.201463,0.202451,0.20346,0.204444,0.20546,0.206295,0.2046195,0.199875,0.193609,0.1897205,0.1870415,0.1848725,0.1796455,0.180166,0.1934175,0.197295,0.197435,0.1980585,0.198231,0.198227,0.198098,0.197347,0.1969045,0.1949365,0.1949775,0.195466,0.1956475,0.1933475,0.1925465,0.1918795,0.190056,0.190058,0.1918625,0.1924705,0.190408,0.187695,0.18508,0.1803335,0.18064,0.178365,0.181615,0.180013,0.1849815
FS15R_FS4114,-22.333158,149.5793,120,65,FIELD_SPEC_FR,0.44500385052735214,0.0356635,0.035931,0.031697,0.03336,0.0298375,0.03136,0.0302495,0.031468,0.031676,0.0326195,0.0341735,0.034725,0.035542,0.035996,0.037119,0.0381875,0.0397585,0.0413455,0.043629,0.047331,0.05315,0.0618045,0.0734565,0.0876425,0.101605,0.1148615,0.125762,0.134529,0.1416315,0.147404,0.15248,0.157369,0.162521,0.1676815,0.172922,0.1780555,0.182554,0.186735,0.1899425,0.192183,0.1936185,0.1939895,0.19357,0.1924575,0.190824,0.188874,0.186795,0.1845275,0.1824995,0.1808955,0.179403,0.178256,0.177632,0.177527,0.177777,0.178258,0.1791155,0.1805375,0.182193,0.1840645,0.1859275,0.187974,0.19039,0.1910465,0.1931925,0.1953805,0.197146,0.1990285,0.2004615,0.201573,0.202465,0.2032675,0.2040195,0.2047235,0.2051765,0.2056925,0.206019,0.206333,0.2067165,0.206971,0.207128,0.207016,0.206932,0.2067025,0.2065485,0.206475,0.2064035,0.206204,0.20591,0.2055625,0.2052185,0.204995,0.204663,0.2042575,0.203868,0.203433,0.2029715,0.2025775,0.202298,0.201968,0.201585,0.200823,0.199828,0.1971045,0.1941215,0.193577,0.1910515,0.1912375,0.195832,0.1968215,0.197008,0.197159,0.1975845,0.1979305,0.198255,0.198493,0.1989465,0.1993065,0.1995825,0.199847,0.200016,0.2002845,0.2005655,0.2008165,0.201131,0.2014335,0.201686,0.202036,0.202318,0.202828,0.2031205,0.2035855,0.204056,0.2044925,0.2049325,0.205234,0.205618,0.2059515,0.2061325,0.206283,0.206402,0.206521,0.2068185,0.2069995,0.207156,0.2076085,0.206725,0.2071665,0.20804,0.2086265,0.209317,0.209556,0.208125,0.20529,0.2023605,0.197935,0.194417,0.193956,0.1948325,0.196242,0.198145,0.200186,0.2024435,0.2048355,0.20707,0.209431,0.211972,0.2140325,0.216208,0.218054,0.2196445,0.2208525,0.2218735,0.222767,0.223929,0.225147,0.226117,0.227253,0.227547,0.224807,0.218063,0.2106805,0.205148,0.201785,0.199215,0.192436,0.1929965,0.2106155,0.215379,0.2156435,0.2163725,0.2165995,0.215618,0.215608,0.214694,0.2126465,0.2110695,0.210277,0.211153,0.2104315,0.207883,0.206319,0.204748,0.20217,0.2026045,0.2044835,0.2047345,0.2008815,0.19941,0.194112,0.190519,0.188768,0.186568,0.1812395,0.176639,0.188805
FS15R_FS4115,-33.51199,133.69106,200,120,FIELD_SPEC_FR,0.33110562135649335,0.045324,0.0353355,0.0349175,0.0345415,0.0338555,0.0300085,0.029617,0.030699,0.0305685,0.031636,0.0330055,0.0335755,0.034068,0.0349,0.035838,0.0372175,0.038595,0.0401825,0.042481,0.0461195,0.0518695,0.0602925,0.0717105,0.0856425,0.0992335,0.1121925,0.1228285,0.131262,0.138099,0.1437075,0.148567,0.1532815,0.1583215,0.1633665,0.168498,0.1734255,0.177986,0.181965,0.1851815,0.187407,0.1889045,0.189257,0.1889375,0.188035,0.1864245,0.184639,0.182662,0.18061,0.1785955,0.176926,0.175673,0.1745255,0.174052,0.173841,0.1740305,0.174515,0.1753865,0.1767065,0.178448,0.1800525,0.182088,0.1841385,0.1864145,0.186287,0.188534,0.1904225,0.1921305,0.1939705,0.195258,0.196345,0.197419,0.198014,0.198772,0.199349,0.1999775,0.200304,0.2006235,0.2009425,0.2012745,0.201637,0.201633,0.201649,0.201529,0.201329,0.201168,0.2011425,0.201091,0.200903,0.2006675,0.200323,0.20001,0.1996985,0.199428,0.199131,0.1986915,0.1982895,0.1979355,0.1975425,0.197277,0.1970815,0.196604,0.1958905,0.194965,0.1925085,0.189718,0.1892215,0.186879,0.1870595,0.1911525,0.192016,0.1921725,0.19236,0.1927315,0.1931065,0.1934485,0.1936995,0.1941185,0.194408,0.1946445,0.19489,0.1951045,0.195351,0.195639,0.195849,0.196158,0.1964515,0.196766,0.197099,0.197466,0.19788,0.1982255,0.1986315,0.1990685,0.1994985,0.199862,0.2001905,0.200653,0.2010125,0.201294,0.201373,0.201534,0.2017205,0.201885,0.202044,0.2023655,0.2028,0.2015525,0.2025215,0.203216,0.2039185,0.2042925,0.204512,0.2034445,0.2006445,0.197851,0.193753,0.190396,0.1897725,0.1906985,0.1920595,0.1939785,0.1959455,0.198037,0.20048,0.2027715,0.2051965,0.207414,0.2097295,0.211662,0.2136075,0.214868,0.216301,0.2176185,0.218778,0.2194995,0.2206205,0.221668,0.222985,0.2236775,0.2211255,0.2149115,0.2080735,0.2031625,0.199741,0.197455,0.1907255,0.191355,0.20774,0.2122315,0.2122195,0.212717,0.2124095,0.2122345,0.212478,0.2119535,0.210439,0.209062,0.20863,0.208842,0.208365,0.2056105,0.204483,0.2031415,0.2012355,0.2012325,0.2035865,0.202741,0.2010515,0.198384,0.192725,0.1909435,0.1855535,0.1859245,0.180273,0.1825175,0.171512
FS15R_FS4116,-42.213783,130.66321,350,310,FIELD_SPEC_FR,0.537268726362915,0.0452665,0.039246,0.034647,0.0341735,0.0341595,0.0339625,0.0341005,0.033801,0.0350475,0.035737,0.037358,0.0385615,0.0392625,0.04025,0.0415145,0.043081,0.044788,0.0467835,0.049538,0.054125,0.061191,0.071759,0.0859755,0.103455,0.1204885,0.136831,0.1501525,0.160746,0.1692345,0.1760465,0.181959,0.1876625,0.193558,0.199554,0.2055465,0.211318,0.2164825,0.2212715,0.225013,0.227491,0.2289355,0.229168,0.228477,0.227089,0.224881,0.222398,0.2197865,0.217051,0.2144705,0.2124185,0.2107395,0.209305,0.208392,0.208182,0.2084665,0.208904,0.210004,0.2117505,0.2136915,0.2158255,0.218142,0.220909,0.2233575,0.2226815,0.2248305,0.2272395,0.229628,0.2314905,0.233206,0.234541,0.2354675,0.2363815,0.237084,0.2377985,0.2384545,0.2389125,0.23932,0.239678,0.2400795,0.2403635,0.240453,0.24038,0.2400535,0.239794,0.239579,0.23942,0.239221,0.238993,0.238562,0.2381285,0.2375895,0.2371515,0.236736,0.2362415,0.2355855,0.2349575,0.2343405,0.233849,0.2334405,0.233008,0.232401,0.2314515,0.2301675,0.2269675,0.223262,0.2224805,0.2196235,0.219704,0.2249335,0.2259765,0.226057,0.22608,0.226261,0.226456,0.2266875,0.22684,0.227038,0.227195,0.227334,0.2273585,0.227458,0.2276115,0.227612,0.227644,0.2276675,0.227843,0.228022,0.2281325,0.228269,0.228376,0.2286525,0.228996,0.2293395,0.2294685,0.2297375,0.2300165,0.2302265,0.2305215,0.2304155,0.230418,0.23043,0.2303025,0.230211,0.2302855,0.230527,0.2306835,0.228402,0.2287355,0.229368,0.22986,0.2300535,0.2300215,0.2286245,0.2254825,0.2228095,0.218342,0.2146435,0.214248,0.2152935,0.216662,0.218221,0.2203345,0.2222305,0.224393,0.22687,0.229155,0.2314305,0.2333995,0.235449,0.237284,0.2387155,0.239803,0.240719,0.242111,0.2432165,0.243836,0.2444695,0.2459715,0.2461105,0.242997,0.235978,0.2281135,0.222965,0.2193725,0.216262,0.208836,0.2090215,0.2271965,0.2325135,0.232704,0.233255,0.2338015,0.2332015,0.2323555,0.2313735,0.230048,0.2277295,0.227636,0.2271245,0.226669,0.224283,0.222678,0.221528,0.2184645,0.218578,0.2205675,0.2197265,0.217666,0.2144925,0.2101605,0.207009,0.2059265,0.2033205,0.1991905,0.194039,0.2063445
FS15R_FS4117,-20.303797,150.23946,450,420,FIELD_SPEC_FR,0.9973845385821423,0.0432715,0.038458,0.0357755,0.0350175,0.0350655,0.034039,0.033537,0.032727,0.0340755,0.034927,0.0364965,0.0379475,0.0387665,0.039534,0.040841,0.042228,0.0438165,0.0459175,0.048569,0.0531185,0.0598445,0.069879,0.0833545,0.099874,0.116089,0.131528,0.144295,0.15447,0.162523,0.169099,0.1748425,0.1804035,0.1863365,0.1922495,0.198052,0.203713,0.208756,0.213414,0.2169145,0.219384,0.2208885,0.220961,0.2203785,0.219059,0.2169505,0.2145605,0.2121095,0.2095785,0.20705,0.205158,0.2034855,0.202161,0.2014175,0.2013485,0.2015505,0.2020735,0.203134,0.204663,0.2064745,0.2086495,0.210895,0.213515,0.2159655,0.216093,0.218105,0.2203495,0.222549,0.224517,0.226028,0.227281,0.228265,0.229032,0.229816,0.23047,0.230945,0.2313835,0.2317035,0.231995,0.2322985,0.2324585,0.232541,0.232406,0.232122,0.231788,0.231551,0.231412,0.2312795,0.2310315,0.230555,0.230067,0.229627,0.2291385,0.2287655,0.228317,0.227762,0.2271785,0.2266575,0.2262475,0.2257965,0.2254125,0.2248545,0.2240395,0.2228495,0.22004,0.216791,0.216129,0.2135195,0.2135155,0.2180695,0.2189205,0.218967,0.2190915,0.2194605,0.219774,0.219997,0.22016,0.220443,0.220582,0.220802,0.2209625,0.2210615,0.221238,0.2214095,0.2215885,0.2217625,0.22193,0.22215,0.2224045,0.222647,0.222969,0.223221,0.223541,0.223901,0.224199,0.224496,0.2248055,0.2251515,0.2253785,0.2255655,0.2256135,0.22567,0.225655,0.225683,0.225939,0.226041,0.22642,0.2248725,0.225554,0.226067,0.226496,0.2269385,0.226985,0.2254135,0.2227295,0.2198395,0.2159755,0.212471,0.212203,0.213402,0.214756,0.216387,0.218207,0.2203375,0.2226885,0.2250555,0.2269425,0.2294255,0.2314315,0.2334295,0.235511,0.23692,0.2380185,0.2393255,0.2402955,0.241269,0.2424235,0.243154,0.244523,0.24499,0.242322,0.235553,0.227814,0.22281,0.219373,0.2166765,0.2093905,0.209729,0.226666,0.2314105,0.2311865,0.2312415,0.230553,0.230129,0.230654,0.2301725,0.2290295,0.226924,0.226382,0.2272265,0.2270495,0.224175,0.222438,0.2215065,0.217743,0.2191015,0.2209075,0.220996,0.2181665,0.215986,0.21151,0.2082195,0.207202,0.206304,0.196096,0.208543,0.195563
FS15R_FS4118,-13.428748,140.92566,550,520,FIELD_SPEC_FR,0.7462528051246786,0.0428095,0.040498,0.034852,0.031133,0.033344,0.031717,0.03068,0.0312565,0.031283,0.0325465,0.034089,0.0351035,0.036025,0.036728,0.0378415,0.039112,0.040783,0.0426725,0.0453155,0.049442,0.055886,0.0655625,0.078662,0.0947575,0.110416,0.125512,0.1377735,0.147618,0.1553775,0.1616335,0.167029,0.1722915,0.1779255,0.1834725,0.189024,0.194355,0.199296,0.2036605,0.2070325,0.20932,0.210651,0.2108175,0.210099,0.208744,0.2066715,0.20434,0.2019245,0.199319,0.196957,0.195094,0.193512,0.192207,0.1916255,0.191418,0.191772,0.192311,0.1933395,0.1949225,0.196909,0.199032,0.2013345,0.203966,0.206376,0.207055,0.209278,0.2114425,0.213745,0.215623,0.217373,0.2186595,0.2196315,0.220519,0.2211505,0.2219675,0.2225075,0.22302,0.223233,0.2235985,0.223944,0.224217,0.2242245,0.224197,0.224002,0.223827,0.2235775,0.2233855,0.2232615,0.223002,0.22264,0.22219,0.221724,0.2213985,0.2209395,0.2205075,0.219944,0.219447,0.2189145,0.218427,0.2180095,0.217637,0.2170955,0.2162935,0.2150985,0.212137,0.20867,0.2081495,0.205455,0.205706,0.210627,0.211705,0.2118915,0.2120105,0.212156,0.2123895,0.212567,0.212795,0.2130875,0.213278,0.2134745,0.21359,0.21375,0.2138335,0.21402,0.214113,0.2141925,0.214375,0.21461,0.214717,0.2149425,0.2152605,0.215582,0.215873,0.2161355,0.216368,0.2167305,0.216957,0.2172975,0.217627,0.2177755,0.2177445,0.217789,0.2178215,0.217891,0.2179335,0.2180975,0.218381,0.217021,0.2177455,0.2181525,0.218786,0.219215,0.2191035,0.21767,0.2145855,0.211839,0.2074515,0.204118,0.203913,0.2051005,0.206555,0.208192,0.209972,0.211943,0.214356,0.2166295,0.2186995,0.2208925,0.2230515,0.224924,0.226906,0.2283565,0.2293775,0.230332,0.2313875,0.232387,0.233413,0.2339675,0.235193,0.235614,0.2325535,0.22565,0.2180915,0.213298,0.209751,0.2070535,0.1998235,0.2000875,0.218033,0.223328,0.223779,0.224877,0.2250005,0.22486,0.2239035,0.222704,0.221037,0.2190865,0.2183635,0.2192165,0.218465,0.215821,0.21455,0.213094,0.20991,0.2106895,0.2118795,0.2126025,0.211072,0.2064065,0.2036145,0.1991855,0.1965125,0.1936,0.193063,0.1979895,0.1949585
FS15R_FS4119,-19.342577,121.64381,650,620,FIELD_SPEC_FR,0.12703373071350366,0.0438055,0.036925,0.038083,0.035279,0.032617,0.03313,0.031188,0.0318745,0.0318945,0.0336305,0.0349765,0.035921,0.0370725,0.037704,0.038695,0.0405005,0.042051,0.0438895,0.046589,0.0509805,0.057762,0.0676695,0.081187,0.0978045,0.113932,0.129501,0.1421405,0.152167,0.1600965,0.1664835,0.1719515,0.1773225,0.183012,0.1887535,0.1944495,0.199935,0.2049415,0.2093425,0.2127505,0.2151405,0.2164715,0.21655,0.2158075,0.214335,0.2121805,0.2096555,0.2072255,0.2046565,0.202235,0.200321,0.198622,0.197434,0.196716,0.1966165,0.1968575,0.1976655,0.1986625,0.2003595,0.2022475,0.2045505,0.2068685,0.2094585,0.212034,0.2131165,0.2155165,0.217765,0.2201445,0.221988,0.223555,0.2247995,0.226041,0.226754,0.227755,0.22843,0.229259,0.229729,0.230223,0.2306325,0.2310195,0.2313645,0.231545,0.231547,0.2314145,0.2313615,0.2312205,0.2311195,0.2310245,0.2308045,0.230509,0.2301155,0.2297715,0.229475,0.229135,0.2287215,0.228282,0.227709,0.227204,0.2267105,0.2263765,0.226073,0.2254655,0.2245885,0.2234095,0.220197,0.2163315,0.2154045,0.2128035,0.2132365,0.218634,0.220003,0.220343,0.220506,0.220711,0.2209775,0.221208,0.221404,0.2218285,0.2220775,0.2223015,0.222493,0.22261,0.222744,0.2228385,0.222975,0.2231065,0.223293,0.2234935,0.2237775,0.223902,0.224135,0.224538,0.2248175,0.225136,0.2254465,0.225731,0.226059,0.226444,0.2266565,0.226751,0.2267845,0.226702,0.22678,0.2267625,0.226777,0.227,0.2273275,0.226294,0.2267325,0.227231,0.227783,0.228076,0.228033,0.226666,0.2236395,0.2210155,0.216704,0.2130455,0.212833,0.213968,0.2154225,0.216806,0.218504,0.220539,0.222719,0.224767,0.226926,0.2292235,0.2314935,0.233541,0.2350225,0.2366335,0.2379395,0.2389435,0.2396215,0.240486,0.241461,0.242039,0.242834,0.2427745,0.2393915,0.232295,0.224528,0.2197505,0.216341,0.2133025,0.2048395,0.204549,0.2227655,0.228488,0.2289875,0.230739,0.2311095,0.230955,0.230369,0.229206,0.227547,0.2261035,0.2256185,0.226206,0.2257745,0.2229795,0.2213515,0.2189925,0.215638,0.215075,0.2176495,0.216843,0.215457,0.213421,0.208539,0.205495,0.204337,0.2042715,0.1996535,0.2078815,0.1994045
FS15R_FS4120,-22.579594,135.25887,16,0,FIELD_SPEC_FR,0.46376907502147546,0.029403,0.0308485,0.0308535,0.0330415,0.031231,0.0349355,0.0352155,0.037911,0.040454,0.0438945,0.046775,0.047374,0.047627,0.0492405,0.0519615,0.055952,0.0603665,0.0647765,0.0695865,0.0753195,0.0819265,0.0890985,0.096391,0.1031615,0.10846,0.112757,0.1163635,0.1197305,0.1231715,0.126683,0.1302575,0.1338025,0.1375235,0.141313,0.1453215,0.1493475,0.1534645,0.1575115,0.1612765,0.164682,0.1678475,0.170481,0.1727305,0.174588,0.175843,0.176778,0.177428,0.1778335,0.1779115,0.178055,0.1780975,0.178035,0.17804,0.1781315,0.1783365,0.178412,0.178655,0.179119,0.179612,0.17993,0.1806055,0.181266,0.1818795,0.181163,0.1821045,0.182881,0.1834055,0.1843925,0.1851245,0.1859535,0.1865155,0.1873645,0.1881025,0.1889325,0.189782,0.1904775,0.1912185,0.1921255,0.1929175,0.193726,0.1944065,0.1949245,0.1952345,0.1956635,0.196009,0.196331,0.19671,0.1969625,0.197049,0.1969965,0.1969335,0.1968465,0.1966935,0.1964805,0.19626,0.1959205,0.195633,0.195395,0.1950125,0.194739,0.1943815,0.193877,0.193219,0.191737,0.1895915,0.188513,0.1868625,0.1862515,0.1881785,0.1881795,0.187955,0.1878655,0.187941,0.1881125,0.1881185,0.1881085,0.188121,0.187998,0.1880555,0.1879415,0.187841,0.1877055,0.187636,0.187538,0.187453,0.187433,0.187388,0.1872445,0.187177,0.1870945,0.187043,0.187047,0.1870655,0.187008,0.186974,0.1870465,0.187016,0.186768,0.186603,0.1863865,0.1862025,0.186019,0.185915,0.1857205,0.1856825,0.1857305,0.1844935,0.184653,0.18497,0.185114,0.185009,0.1849255,0.1843645,0.1826015,0.1797915,0.175764,0.1722805,0.1709415,0.1708175,0.171369,0.172289,0.17375,0.1751995,0.1769895,0.178655,0.1803815,0.181738,0.1831755,0.184546,0.1856855,0.18687,0.187286,0.187982,0.188633,0.1895985,0.1903,0.1907365,0.1918935,0.192214,0.1914345,0.1877805,0.184129,0.1819345,0.180064,0.1777775,0.173892,0.1731705,0.18034,0.1819365,0.181204,0.180246,0.17966,0.17908,0.1791155,0.1794015,0.1790535,0.178588,0.177797,0.1786065,0.17825,0.177509,0.1768965,0.1759515,0.17518,0.174468,0.1753105,0.174443,0.174048,0.170733,0.168098,0.1683615,0.1660615,0.1649535,0.162012,0.1583785,0.1678795
FS15R_FS4121,-35.960236,128.71397,41,16,FIELD_SPEC_FR,0.13161253958526897,0.044206,0.036795,0.037899,0.0386775,0.0370205,0.0402815,0.0413605,0.0427695,0.046337,0.0501725,0.053201,0.053805,0.0541385,0.0556195,0.059176,0.063695,0.0688795,0.0740875,0.080132,0.0870885,0.0952405,0.104339,0.1136875,0.1225575,0.129601,0.13542,0.140237,0.1444895,0.1487605,0.152877,0.157144,0.161057,0.1652765,0.1694415,0.1740035,0.17847,0.1829,0.187312,0.1913085,0.194964,0.198147,0.20062,0.202672,0.2040865,0.204747,0.2050715,0.205054,0.204568,0.203918,0.2033035,0.202508,0.2016245,0.2008355,0.2002805,0.19979,0.199317,0.198995,0.1989415,0.1988825,0.198996,0.1989915,0.1992735,0.1996055,0.196794,0.197444,0.197862,0.1984145,0.1990465,0.1997445,0.2001675,0.200729,0.201124,0.2017885,0.202393,0.2030395,0.203667,0.204254,0.204914,0.2055855,0.2062075,0.206625,0.207026,0.2073385,0.207484,0.207617,0.207893,0.2081185,0.2081465,0.208024,0.2078115,0.207622,0.207325,0.2070295,0.2067085,0.206242,0.205853,0.2053455,0.2048815,0.204478,0.2040395,0.20349,0.202812,0.2020265,0.2002445,0.1979345,0.1967485,0.1949115,0.19428,0.1964395,0.1963765,0.196098,0.1959045,0.1959025,0.1959565,0.1958355,0.1957675,0.195631,0.195496,0.1953925,0.1951235,0.1948985,0.194748,0.194598,0.1944475,0.1942145,0.1940635,0.193906,0.193742,0.193615,0.193474,0.193298,0.193212,0.193103,0.193129,0.1930515,0.1930595,0.1929195,0.1929025,0.192693,0.1923395,0.1919805,0.1917705,0.191584,0.191356,0.191161,0.191163,0.1895665,0.189646,0.189793,0.1899905,0.190039,0.1899955,0.1889495,0.187126,0.184566,0.1808445,0.177658,0.176713,0.176978,0.177859,0.1786645,0.180031,0.1814755,0.182963,0.184784,0.1863465,0.1877485,0.1892045,0.190541,0.191685,0.192623,0.193353,0.1940275,0.1947935,0.1952735,0.196131,0.196641,0.197766,0.1982835,0.197133,0.1939335,0.1896575,0.187468,0.185436,0.1830605,0.1784915,0.177814,0.185285,0.186942,0.1864355,0.1855445,0.185221,0.1844115,0.1845965,0.184788,0.184771,0.183602,0.18379,0.1838475,0.184289,0.1833825,0.1820525,0.181537,0.181144,0.1804445,0.180447,0.1802655,0.179356,0.176201,0.173473,0.173789,0.1732455,0.170222,0.166533,0.1774635,0.1710785
